Title,Price,ISBN-10,Author,Format,Pages,Publisher,Language,Weight,Dimensions,Case pack,Availability
Athletic Shorts (Six Short Stories),9.99,60507837,Chris Crutcher,Paperback,208,"HarperCollins (November 5, 2002)",English,4.72oz,"5"" x 7.12"" x 0.42""",88,InStock
"A Promising Man (and About Time, Too)",13.95,60507845,Elizabeth Young,Paperback,416,"HarperCollins (November 12, 2002)",English,11.52oz,"5.31"" x 8"" x 0.94""",28,InStock
Toxic In-Laws (Loving Strategies for Protecting Your Marriage),16.99,60507853,Susan Forward,Paperback,304,"HarperCollins (October 15, 2002)",English,8.64oz,"5.31"" x 8"" x 0.68""",64,InStock
Watch Me Grow: I'm One-Two-Three (A Parent's Essential Guide to the Extraordinary Toddler to Preschool Years),19.95,006050787X,Maureen O'Brien,Paperback,736,"HarperCollins (November 26, 2002)",English,31.2oz,"6"" x 9"" x 1.36""",8,InStock
Out of Bounds (Seven Stories of Conflict and Hope),7.99,60508019,Beverley Naidoo,Paperback,208,"HarperCollins (June 17, 2008)",English,16oz,"5.12"" x 7.62"" x 0.42""",84,InStock
"Duck, Duck, Goose! ((A Coyote's on the Loose!))",17.99,60508027,"Karen Beaumont, Jose Aruego, Ariane Dewey",Hardcover,32,"HarperCollins (February 3, 2004)",English,14.4oz,"11"" x 8.5"" x 0.32""",40,InStock
The Ragwitch,8.99,60508078,Garth Nix,Paperback,400,"HarperCollins (March 30, 2004)",English,6.8oz,"4.19"" x 6.75"" x 1""",44,InStock
Duchess in Love,7.99,60508108,Eloisa James,Paperback,400,"HarperCollins (December 3, 2002)",English,6.72oz,"4.19"" x 6.75"" x 1""",48,InStock
Fool for Love,7.99,60508116,Eloisa James,Paperback,384,"HarperCollins (July 29, 2003)",English,6.48oz,"4.19"" x 6.75"" x 0.96""",48,InStock
A Wild Pursuit,8.99,60508124,Eloisa James,Paperback,416,"HarperCollins (February 24, 2004)",English,7.04oz,"4.19"" x 6.75"" x 1.04""",44,InStock
Fatal Flaw,7.99,60508183,William Lashner,Paperback,576,"HarperCollins (March 30, 2004)",English,9.44oz,"4.19"" x 6.75"" x 1.15""",24,InStock
Past Due,7.5,60508191,William Lashner,Paperback,576,"HarperCollins (April 26, 2005)",English,9.68oz,"4.19"" x 6.75"" x 1.15""",24,InStock
Traci Lords: Underneath It All,17.99,60508213,Traci Lords,Paperback,336,"HarperCollins (June 29, 2004)",English,12.32oz,"6"" x 9"" x 0.87""",36,InStock
"Bruce Aidells's Complete Book of Pork (A Guide to Buying, Storing, and Cooking the World's Favorite Meat)",29.95,60508957,Bruce Aidells,Hardcover,352,"HarperCollins (October 26, 2004)",English,31.84oz,"8"" x 9"" x 1.23""",14,InStock
The Birthday of the World (And Other Stories),16.99,60509066,Ursula K. Le Guin,Paperback,384,"HarperCollins (March 4, 2003)",English,16oz,"5.31"" x 8"" x 0.96""",44,InStock
A Few Short Notes on Tropical Butterflies (Stories),15.99,60509295,John Murray,Paperback,288,"HarperCollins (January 20, 2004)",English,9.04oz,"5.31"" x 8"" x 0.65""",64,InStock
All You Need Is Love and Other Lies About Marriage (How to Save Your Marriage Before It's Too Late),15.99,60509317,John W. Jacobs,Paperback,272,"HarperCollins (March 1, 2005)",English,8.32oz,"5.31"" x 8"" x 0.62""",68,InStock
Just Like a Man,6.99,60509473,Elizabeth Bevarly,Paperback,384,"HarperCollins (December 28, 2004)",English,6.4oz,"4.19"" x 6.75"" x 0.96""",48,InStock
The Color of Family,14.99,60509651,Patricia Jones,Paperback,384,"HarperCollins (November 30, 2004)",English,10.08oz,"5.31"" x 8"" x 0.86""",24,InStock
In the Interest of Justice (Great Opening and Closing Arguments of the Last 100 Years),16.99,60509678,Joel Seidemann,Paperback,384,"HarperCollins (October 18, 2005)",English,14.72oz,"6"" x 9"" x 0.87""",24,InStock
"On Top of the World (Cantor Fitzgerald, Howard Lutnick, and 9/11: A Story of Loss and Renewal)",15.99,60510307,Tom Barbash,Paperback,304,"HarperCollins (August 19, 2003)",English,16oz,"6"" x 9"" x 0.76""",26,InStock
My Father the Spy (An Investigative Memoir),14.95,60510366,John H. Richardson,Paperback,336,"HarperCollins (August 8, 2006)",English,12.4oz,"5.31"" x 8"" x 0.76""",26,InStock
Mr. and Mrs. Prince (How an Extraordinary Eighteenth-Century Family Moved Out of Slavery and into Legend),14.99,60510749,Gretchen Holbrook Gerzina,Paperback,272,"HarperCollins (January 6, 2009)",English,9.12oz,"5.31"" x 8"" x 0.62""",64,InStock
Thanks for Thanksgiving,12.99,006051096X,"Julie Markes, Doris Barrette",Hardcover,32,"HarperCollins (August 17, 2004)",English,12.24oz,"8"" x 10""",40,InStock
The Portland Vase (The Extraordinary Odyssey of a Mysterious Roman Treasure),14.99,60511001,Robin Brooks,Paperback,272,"HarperCollins (August 9, 2005)",English,8.96oz,"5.31"" x 8"" x 0.61""",68,InStock
The Rabbi of 84th Street (The Extraordinary Life of Haskel Besser),14.99,60511028,Warren Kozak,Paperback,224,"HarperCollins (August 16, 2005)",English,8.8oz,"5.31"" x 8"" x 0.5""",84,InStock
Amelia Bedelia and the Baby,4.99,60511052,"Peggy Parish, Lynn Sweat",Paperback,64,"HarperCollins (February 17, 2004)",English,4.8oz,"6"" x 9"" x 0.19""",92,InStock
Amelia Bedelia Goes Camping,4.99,60511060,"Peggy Parish, Lynn Sweat",Paperback,64,"HarperCollins (April 15, 2003)",English,4.1oz,"6"" x 9"" x 0.19""",92,InStock
Abe Lincoln Remembers,7.99,60511079,"Ann Turner, Wendell Minor",Paperback,32,"HarperCollins (January 7, 2003)",English,5.36oz,"8.5"" x 11"" x 0.07""",100,InStock
Death Is Forever,7.99,60511095,Elizabeth Lowell,Paperback,464,"HarperCollins (November 30, 2004)",English,7.92oz,"4.19"" x 6.75"" x 1.16""",24,InStock
The Secret Sister,7.99,60511109,Elizabeth Lowell,Paperback,416,"HarperCollins (October 25, 2005)",English,7.04oz,"4.19"" x 6.75"" x 1.04""",48,InStock
Whirlpool,7.99,60511133,Elizabeth Lowell,Paperback,448,"HarperCollins (October 31, 2006)",English,7.52oz,"4.19"" x 6.75"" x 1.12""",48,InStock
"Teach Us, Amelia Bedelia",4.99,60511141,"Peggy Parish, Lynn Sweat",Paperback,64,"HarperCollins (June 29, 2004)",English,4.08oz,"6"" x 9"" x 0.19""",92,InStock
"Good Work, Amelia Bedelia",4.99,006051115X,"Peggy Parish, Lynn Sweat",Paperback,64,"HarperCollins (August 12, 2003)",English,4.54oz,"6"" x 9"" x 0.19""",92,InStock
Force of Gravity (A Novel),13.95,60511303,R.S. Jones,Paperback,336,"HarperCollins (October 8, 2002)",English,8.56oz,"5.31"" x 8"" x 0.76""",52,InStock
Walking on Air (A Novel),12.95,60511311,R.S. Jones,Paperback,272,"HarperCollins (October 8, 2002)",English,7.68oz,"5.31"" x 8"" x 0.61""",64,InStock
Vineyard Enigma (A Martha's Vineyard Mystery),7.99,60511885,Philip R. Craig,Paperback,256,"HarperCollins (April 29, 2003)",English,4.48oz,"4.19"" x 6.75"" x 0.64""",48,InStock
Hands to Work (Three Women Navigate the New World of Welfare Deadlines and Work Rules),15.99,60512164,LynNell Hancock,Paperback,336,"HarperCollins (December 24, 2002)",English,11.07oz,"5.31"" x 8"" x 0.76""",56,InStock
The Beauty Myth (How Images of Beauty Are Used Against Women),16.99,60512180,Naomi Wolf,Paperback,368,"HarperCollins (September 24, 2002)",English,9.6oz,"5.31"" x 8"" x 0.83""",52,InStock
Before You Came,16.99,60512342,"Patricia MacLachlan, David Diaz, Emily MacLachlan Charest",Hardcover,32,"HarperCollins (February 8, 2011)",English,11.92oz,"10"" x 10""",40,InStock
Does She or Doesn't She?,13.95,60512377,Alisa Kwitney,Paperback,304,"HarperCollins (June 24, 2003)",English,7.76oz,"5.31"" x 8"" x 0.68""",64,InStock
Love the One You're With (A B-Boy Blues Novel),11.95,60512393,James Earl Hardy,Paperback,272,"HarperCollins (June 3, 2003)",English,9.44oz,"5.31"" x 8"" x 0.61""",24,InStock
You Know Better (A Novel),14.99,60512466,Tina McElroy Ansa,Paperback,336,"HarperCollins (January 7, 2003)",English,10.32oz,"5.31"" x 8"" x 0.76""",52,InStock
A World of Thieves (A Novel),15.99,60512474,James Carlos Blake,Paperback,304,"HarperCollins (December 24, 2002)",English,9.6oz,"5.31"" x 8"" x 0.68""",60,InStock
Drastic (Stories),13.99,60512555,Maud Casey,Paperback,224,"HarperCollins (July 8, 2003)",English,8.8oz,"5.31"" x 8"" x 0.5""",40,InStock
The Ringer (A Novel),14.99,006051258X,Bill Scheft,Paperback,256,"HarperCollins (July 1, 2003)",English,8oz,"5.31"" x 8"" x 0.58""",68,InStock
The Education of Mrs. Bemis (A Novel),13.95,60512598,John Sedgwick,Paperback,400,"HarperCollins (April 29, 2003)",English,16oz,"5.31"" x 8"" x 0.9""",22,InStock
Ten Stupid Things Couples Do to Mess Up Their Relationships,15.99,60512601,Dr. Laura Schlessinger,Paperback,288,"HarperCollins (December 24, 2002)",English,16oz,"5.31"" x 8"" x 0.65""",64,InStock
My Friend Flicka,14.99,60512628,Mary O'Hara,Paperback,304,"HarperCollins (December 27, 2005)",English,9.6oz,"5.31"" x 8"" x 0.68""",64,InStock
"Three Plays (Our Town, The Skin of Our Teeth, and The Matchmaker)",16.99,60512644,Thornton Wilder,Paperback,496,"HarperCollins (January 2, 2007)",English,16oz,"5.3125"" x 8"" x 1.1171""",36,InStock
Alfred Kazin's America (Critical and Personal Writings),17.99,60512768,"Alfred Kazin, Ted Solotaroff",Paperback,592,"HarperCollins (September 28, 2004)",English,17.36oz,"5.31"" x 8"" x 1.33""",28,InStock
Redcoat,16.99,60512776,Bernard Cornwell,Paperback,512,"HarperCollins (April 15, 2003)",English,12.64oz,"5.31"" x 8"" x 0.9""",32,InStock
Cryptonomicon,8.99,60512806,Neal Stephenson,Paperback,1168,"HarperCollins (November 5, 2002)",English,18.48oz,"4.19"" x 6.75"" x 1.75""",24,InStock
What Really Works (The 4+2 Formula for Sustained Business Success),16.99,60513004,"William Joyce, Nitin Nohria, Bruce Roberson",Paperback,320,"HarperCollins (November 9, 2004)",English,9.6oz,"5.31"" x 8"" x 0.73""",56,InStock
A Hog on Ice (& Other Curious Expressions),12.99,60513292,Charles E. Funk,Paperback,224,"HarperCollins (October 1, 2002)",English,7.04oz,"5.31"" x 8"" x 0.51""",76,InStock
Heavens to Betsy! (& Other Curious Sayings),14.99,60513314,Charles E. Funk,Paperback,224,"HarperCollins (October 22, 2002)",English,7.36oz,"5.31"" x 8"" x 0.5""",80,InStock
Horsefeathers (& Other Curious Words),13.99,60513373,Charles E. Funk,Paperback,256,"HarperCollins (October 22, 2002)",English,8oz,"5.31"" x 8"" x 0.58""",72,InStock
Thereby Hangs A Tale (Stories of Curious Word Origins),14.99,60513381,Charles E. Funk,Paperback,320,"HarperCollins (October 1, 2002)",English,10.88oz,"5.31"" x 8"" x 0.73""",60,InStock
One Night of Scandal,7.99,60513640,Teresa Medeiros,Paperback,384,"HarperCollins (July 29, 2003)",English,6.56oz,"4.19"" x 6.75"" x 0.96""",48,InStock
Yours Until Dawn,8.99,60513659,Teresa Medeiros,Paperback,384,"HarperCollins (July 27, 2004)",English,16oz,"4.19"" x 6.75"" x 0.96""",48,InStock
Nellie Taft (The Unconventional First Lady of the Ragtime Era),16.99,60513837,Carl  Sferrazza Anthony,Paperback,560,"HarperCollins (February 21, 2006)",English,16.64oz,"5.31"" x 8"" x 0.89""",32,InStock
"The Wicked Game (Arnold Palmer, Jack Nicklaus, Tiger Woods, and the Business of Modern Golf)",14.99,006051387X,Howard Sounes,Paperback,352,"HarperCollins (May 31, 2005)",English,14oz,"5.31"" x 8"" x 0.79""",24,InStock
Important Things That Don't Matter (A Novel),13.99,60513896,David Amsden,Paperback,272,"HarperCollins (March 30, 2004)",English,45.28oz,"5.31"" x 8"" x 0.61""",32,InStock
The Pathway (Follow the Road to Health and Happiness),17.99,60514035,Laurel Mellin,Paperback,432,"HarperCollins (December 23, 2003)",English,16oz,"5.31"" x 8"" x 0.97""",40,InStock
How to Treat a Lady,7.99,60514051,Karen Hawkins,Paperback,384,"HarperCollins (November 25, 2003)",English,6.48oz,"4.19"" x 6.75"" x 0.96""",48,InStock
And the Bride Wore Plaid,7.99,60514086,Karen Hawkins,Paperback,384,"HarperCollins (May 25, 2004)",English,6.48oz,"4.19"" x 6.75"" x 0.96""",48,InStock
Molly Moon Stops the World,7.99,60514159,Georgia Byng,Paperback,416,"HarperCollins (April 12, 2005)",English,9.52oz,"5.12"" x 7.62"" x 0.83""",44,InStock
Pish and Posh Wish for Fairy Wings,4.99,60514213,"Barbara Bottner, Barbara Bottner, Gerald Kruglik",Paperback,48,"HarperCollins (November 13, 2007)",English,3.52oz,"6"" x 9"" x 0.19""",92,InStock
Necessary Noise (Stories About Our Families as They Really Are),9.99,006051437X,"Michael Cart, Charlotte Noruzi",Paperback,256,"HarperCollins (January 3, 2006)",English,7.92oz,"5.31"" x 8"" x 0.58""",76,InStock
"Patience & Fortitude (Wherein a Colorful Cast of Determined Book Collectors, Dealers, and Librarians Go About the Quixotic Task of Preserving a Legacy)",19.99,60514469,Nicholas A. Basbanes,Paperback,688,"HarperCollins (March 25, 2003)",English,26.56oz,"6"" x 9"" x 1.1""",20,InStock
Oyster (A Novel),16.99,60514477,John Biguenet,Paperback,304,"HarperCollins (July 1, 2003)",English,16oz,"5.31"" x 8"" x 0.68""",60,InStock
"Second Acts (Creating the Life You Really Want, Building the Career You Truly Desire)",14.99,60514884,"Stephen M. Pollan, Mark Levine",Paperback,272,"HarperCollins (December 23, 2003)",English,10.56oz,"5.31"" x 8"" x 0.61""",68,InStock
"Hattie McDaniel (Black Ambition, White Hollywood)",16.99,60514914,Jill Watts,Paperback,384,"HarperCollins (February 6, 2007)",English,12.93oz,"5.31"" x 8"" x 0.86""",44,InStock
"One Minute Sales Person, The (The Quickest Way to Sell People on Yourself, Your Services, Products, or Ideas--at Work and in Life)",19.99,60514922,Spencer Johnson,Hardcover,112,"HarperCollins (October 1, 2002)",English,7.52oz,"5.5"" x 8.25"" x 0.53""",68,InStock
Dead Ringer,7.99,60514949,Lisa Scottoline,Paperback,432,"HarperCollins (May 25, 2004)",English,7.36oz,"4.19"" x 6.75"" x 1.08""",48,InStock
The Only Good Thing Anyone Has Ever Done (A Novel),14.99,006051499X,Sandra Newman,Paperback,400,"HarperCollins (June 15, 2004)",English,15.28oz,"5.31"" x 8"" x 0.9""",22,InStock
"Fresh Food Fast (Delicious, Seasonal Vegetarian Meals in Under an Hour)",19.99,60515155,Peter Berley,Paperback,304,"HarperCollins (June 11, 2013)",English,28.06oz,"7.38"" x 9.12"" x 0.74""",20,InStock
The Bad Behavior of Belle Cantrell (A Novel),13.95,60515260,Loraine Despres,Paperback,352,"HarperCollins (June 13, 2006)",English,10.24oz,"5.31"" x 8"" x 0.79""",52,InStock
Coyotes All Around,6.99,60515317,"Stuart J. Murphy, Steve Bjorkman",Paperback,40,"HarperCollins (August 14, 2003)",English,16oz,"10"" x 8""",100,InStock
The Mayor of Central Park,6.99,60515570,"Avi, Brian Floca",Paperback,208,"HarperCollins (March 15, 2005)",English,4.72oz,"5.12"" x 7.62"" x 0.42""",84,InStock
Body for Life Success Journal,27.99,60515597,Bill Phillips,Hardcover,312,"HarperCollins (November 26, 2002)",English,36.24oz,"7.25"" x 9.19""",16,InStock
The Neighborhood Mother Goose,17.99,60515732,"Nina Crews, Nina Crews",Hardcover,64,"HarperCollins (December 23, 2003)",English,17.92oz,"8.5"" x 10.5""",30,InStock
La Conquista (Una Novela),12.95,60515767,Yxta Maya Murray,Paperback,352,"HarperCollins (December 2, 2003)",Spanish,13.22oz,"5.31"" x 8"" x 0.8""",18,InStock
Lobster Rolls and Blueberry Pie (Three Generations of Recipes and Stories from Summers on the Coast of Maine),21.99,006051583X,"Rebecca Charles, Deborah Di Clementi",Paperback,240,"HarperCollins (March 28, 2006)",English,16.8oz,"7.38"" x 9.12"" x 0.62""",28,InStock
Thanksgiving Is Here!,7.99,60515902,"Diane Goode, Diane Goode",Paperback,32,"HarperCollins (August 16, 2005)",English,5.76oz,"11"" x 8.5""",100,InStock
Ain't Nobody's Business If I Do (A Novel),13.95,60515929,Valerie W. Wesley,Paperback,336,"HarperCollins (September 3, 2002)",English,11.2oz,"5.31"" x 8"" x 0.76""",20,InStock
What Went Wrong? (The Clash Between Islam and Modernity in the Middle East),12.99,60516054,Bernard Lewis,Paperback,208,"HarperCollins (January 7, 2003)",English,5.86oz,"5.3125"" x 8"" x 0.4685""",80,InStock
Fishing in the Air,7.99,60516062,"Sharon Creech, Chris Raschka",Paperback,32,"HarperCollins (April 15, 2003)",English,5.6oz,"9"" x 11"" x 0.12""",100,InStock
"The Human Story (Our History, from the Stone Age to Today)",18.99,60516208,James C. Davis,Paperback,480,"HarperCollins (July 26, 2005)",English,12.24oz,"5.31"" x 8"" x 1.08""",40,InStock
Grateful (A Song of Giving Thanks),17.99,006051633X,"John Bucchino, Anna-Liisa Hakkarainen",Hardcover,40,"HarperCollins (September 16, 2003)",English,12.32oz,"9"" x 9""",40,InStock
Nothing to Lose,8.99,60517522,Alex Flinn,Paperback,304,"HarperCollins (April 12, 2005)",English,7.04oz,"5"" x 7.12"" x 0.68""",60,InStock
The Secret Plot to Save the Tsar (New Truths Behind the Romanov Mystery),15.99,60517557,Shay McNeal,Paperback,384,"HarperCollins (October 21, 2003)",English,13.92oz,"5.31"" x 8"" x 0.86""",26,InStock
The Million Word Crossword Dictionary,26.99,60517565,"Stanley Newman, Daniel Stark",Hardcover,1280,"HarperCollins (March 2, 2004)",English,60oz,"7.38"" x 9.25"" x 2.36""",8,InStock
The Lady in Question,7.99,60517611,Victoria Alexander,Paperback,384,"HarperCollins (November 25, 2003)",English,6.48oz,"4.19"" x 6.75"" x 0.96""",48,InStock
The Pursuit of Marriage,7.99,006051762X,Victoria Alexander,Paperback,400,"HarperCollins (May 25, 2004)",English,6.72oz,"4.19"" x 6.75"" x 1""",48,InStock
A Visit From Sir Nicholas,7.99,60517638,Victoria Alexander,Paperback,384,"HarperCollins (November 30, 2004)",English,6.64oz,"4.19"" x 6.75"" x 0.96""",48,InStock
Isn't It Romantic? (An Entertainment),13.99,60517670,Ron Hansen,Paperback,208,"HarperCollins (January 6, 2004)",English,6.48oz,"5.31"" x 8"" x 0.47""",80,InStock
The Breakable Vow,8.99,60518219,Kathryn Ann Clarke,Paperback,480,"HarperCollins (January 6, 2004)",English,8.24oz,"4.19"" x 6.75"" x 1.2""",48,InStock
"The Princess Tales, Volume I",9.99,60518413,"Gail Carson Levine, Mark Elliott",Paperback,240,"HarperCollins (November 26, 2002)",English,6.56oz,"5.12"" x 7.62"" x 0.48""",64,InStock
The Cabala and The Woman of Andros (Two Novels),14.99,006051857X,Thornton Wilder,Paperback,288,"HarperCollins (January 2, 2007)",English,10.96oz,"5.31"" x 8"" x 0.65""",64,InStock
Amelia Bedelia Goes Back to School,6.99,60518731,"Herman Parish, Lynn Sweat",Paperback,20,"HarperCollins (June 29, 2004)",English,5.04oz,"8.75"" x 8.25""",100,InStock
"Be My Valentine, Amelia Bedelia",6.99,60518863,"Herman Parish, Lynn Sweat",Paperback,20,"HarperCollins (December 14, 2004)",English,5.04oz,"8.75"" x 8.25""",100,InStock
"Amelia Bedelia, Rocket Scientist?",17.89,006051888X,"Herman Parish, Lynn Sweat",Hardcover,64,"HarperCollins (July 26, 2005)",English,12.64oz,"7.5"" x 9""",40,InStock
"Amelia Bedelia, Bookworm",17.99,60518901,"Herman Parish, Lynn Sweat",Hardcover,64,"HarperCollins (August 12, 2003)",English,13.6oz,"7.5"" x 9"" x 0.39""",44,InStock
"Happy Haunting, Amelia Bedelia",16.99,60518936,"Herman Parish, Lynn Sweat",Hardcover,64,"HarperCollins (September 7, 2004)",English,13.44oz,"7.5"" x 9"" x 0.39""",40,InStock
"Change Your Looks, Change Your Life (Quick Fixes and Cosmetic Surgery Solutions for Looking Younger, Feeling Healthier, and Living Better)",16.99,60518979,Michelle Copeland,Paperback,288,"HarperCollins (January 6, 2004)",English,18.8oz,"7.38"" x 9.25"" x 0.79""",32,InStock
Little Fur Family Deluxe Edition in Keepsake Box,17.99,60518987,"Margaret Wise Brown, Garth Williams",Paperback,32,"HarperCollins (January 21, 2003)",English,7.84oz,"5"" x 7""",32,InStock
Annie Bananie,7.99,60519126,"Leah Komaiko, Laura Cornell",Paperback,32,"HarperCollins (May 13, 2003)",English,16oz,"10"" x 7.88""",120,InStock
Mama Mama/Papa Papa Flip Board Book,7.99,60519150,"Jean Marzollo, Laura Regan",Board Book,32,"HarperCollins (March 25, 2003)",English,13.12oz,"7"" x 7""",40,InStock
A Thousand Bells at Noon (A Roman Reveals the Secrets and Pleasures of His Native City),14.99,60519207,G. Franco Romagnoli,Paperback,272,"HarperCollins (April 1, 2003)",English,8.48oz,"5.31"" x 8"" x 0.61""",64,InStock
Disappearing Act,5.99,60519649,Sid Fleischman,Paperback,144,"HarperCollins (July 27, 2004)",English,4.4oz,"5.12"" x 7.62"" x 0.26""",124,InStock
Christmas in Harmony,12.95,60520124,Philip Gulley,Hardcover,96,"HarperCollins (October 15, 2002)",English,6.56oz,"5"" x 7.12"" x 0.52""",64,InStock
Things You Should Know (A Collection of Stories),15.99,60520132,A. M. Homes,Paperback,224,"HarperCollins (September 2, 2003)",English,16oz,"5.31"" x 8"" x 0.5""",76,InStock
Taming Your Gremlin (Revised Edition) (A Surprisingly Simple Method for Getting Out of Your Own Way),16.99,60520221,Rick Carson,Paperback,192,"HarperCollins (July 8, 2003)",English,12.48oz,"6.75"" x 9"" x 0.32""",38,InStock
Tete-a-Tete (The Tumultuous Lives and Loves of Simone de Beauvoir and Jean-Paul Sartre),15.99,60520604,Hazel Rowley,Paperback,464,"HarperCollins (October 17, 2006)",English,17.28oz,"5.31"" x 8"" x 1.05""",40,InStock
"The Works of John Leguizamo (Freak, Spic-o-rama, Mambo Mouth, and Sexaholix)",16.99,60520701,John Leguizamo,Paperback,336,"HarperCollins (January 8, 2008)",English,12.8oz,"6"" x 9"" x 0.84""",32,InStock
"Pimps, Hos, Playa Hatas, and All the Rest of My Hollywood Friends (My Life)",16.99,60520728,John Leguizamo,Paperback,288,"HarperCollins (November 27, 2007)",English,16oz,"6"" x 9"" x 0.65""",36,InStock
24 Days (How Two Wall Street Journal Reporters Uncovered the Lies that Destroyed Faith in Corporate America),14.99,60520744,"Rebecca Smith, John R. Emshwiller",Paperback,432,"HarperCollins (October 12, 2004)",English,13.44oz,"5.31"" x 8"" x 0.97""",44,InStock
The Children's Blizzard,16.99,60520760,David Laskin,Paperback,336,"HarperCollins (October 11, 2005)",English,8.8oz,"5.31"" x 8"" x 0.76""",56,InStock
The Hidden Life of Otto Frank,17.99,60520833,Carol Ann Lee,Paperback,448,"HarperCollins (September 23, 2003)",English,16oz,"5.31"" x 8"" x 0.9""",40,InStock
The Power of Babel (A Natural History of Language),17.99,006052085X,John McWhorter,Paperback,352,"HarperCollins (January 7, 2003)",English,9.18oz,"5.31"" x 8"" x 0.79""",52,InStock
"Almost Perfect Moment, An (A Novel)",16.99,60520876,Binnie Kirshenbaum,Paperback,352,"HarperCollins (February 15, 2005)",English,16oz,"5.31"" x 8"" x 0.79""",40,InStock
A Disturbance in One Place (A Novel),15.99,60520884,Binnie Kirshenbaum,Paperback,224,"HarperCollins (May 11, 2004)",English,8.48oz,"5.31"" x 8"" x 0.5""",38,InStock
History on a Personal Note (Stories),15.99,60520892,Binnie Kirshenbaum,Paperback,192,"HarperCollins (May 11, 2004)",English,6.16oz,"5.31"" x 8"" x 0.44""",100,InStock
Michelangelo,8.99,60521139,"Diane Stanley, Diane Stanley",Paperback,48,"HarperCollins (May 13, 2003)",English,16oz,"9.25"" x 11""",60,InStock
Jim Ugly,6.99,006052121X,"Sid Fleischman, Jos. A. Smith",Paperback,144,"HarperCollins (May 27, 2003)",English,3.6oz,"5.12"" x 7.62"" x 0.29""",128,InStock
"Choices, Fourth Edition",19.99,60521244,"Marion Morra, Eve Potts",Paperback,1136,"HarperCollins (October 14, 2003)",English,41.36oz,"6"" x 9"" x 1.82""",12,InStock
Living Well with Chronic Fatigue Syndrome and Fibromyalgia (What Your Doctor Doesn't Tell You...That You Need to Know),15.99,60521252,Mary J. Shomon,Paperback,416,"HarperCollins (March 2, 2004)",English,15.36oz,"5.31"" x 8"" x 0.94""",44,InStock
"Dilbert and the Way of the Weasel (A Guide to Outwitting Your Boss, Your Coworkers, and the Other Pants-Wearing Ferrets in Your Life)",15.99,006052149X,Scott Adams,Paperback,368,"HarperCollins (October 21, 2003)",English,13.44oz,"6.12"" x 8.12"" x 0.84""",32,InStock
About My Sisters,15.99,60522038,Debra Ginsberg,Paperback,320,"HarperCollins (February 15, 2005)",English,9.46oz,"5.31"" x 8"" x 0.72""",60,InStock
The Presumed Alliance (The Unspoken Conflict Between Latinos and Blacks and What It Means for America),15.99,60522054,Nicolas C. Vaca,Paperback,256,"HarperCollins (August 17, 2004)",English,8oz,"5.31"" x 8"" x 0.58""",64,InStock
The Rival Queens (A Novel of Murder in Eighteenth-Century London),14.99,60522062,Fidelis Morgan,Paperback,352,"HarperCollins (November 11, 2003)",English,13.28oz,"5.31"" x 8"" x 0.79""",24,InStock
Up From Here (Reclaiming the Male Spirit: A Guide to Transforming Emotions into Power and Freedom),9.99,006052250X,Iyanla Vanzant,Paperback,240,"HarperCollins (June 3, 2003)",English,6.4oz,"5.12"" x 7.12"" x 0.55""",40,InStock
"Pie in the Sky Successful Baking at High Altitudes (100 Cakes, Pies, Cookies, Breads, and Pastries Home-tested for Baking at Sea Level, 3,000, 5,000, 7,000, and 10,000 feet (and Anywhere in Between).)",32.5,60522585,Susan G. Purdy,Hardcover,352,"HarperCollins (May 31, 2005)",English,16oz,"7.94"" x 10"" x 1.13""",12,InStock
Cooking for Two (120 Recipes for Every Day and Those Special Nights),24.99,60522593,"Bruce Weinstein, Mark Scarbrough",Hardcover,288,"HarperCollins (February 3, 2004)",English,18.24oz,"6"" x 9"" x 0.97""",32,InStock
The Death of an Irish Tradition (A Peter McGarr Mystery),6.99,60522615,Bartholomew Gill,Paperback,368,"HarperCollins (April 29, 2003)",English,6.4oz,"4.19"" x 6.75"" x 0.92""",48,InStock
El perro vagabundo (The Stray Dog (Spanish edition)),7.99,60522747,"Marc Simont, Marc Simont",Paperback,32,"HarperCollins (May 27, 2003)",Spanish,5.28oz,"8.5"" x 10.62"" x 0.08""",110,InStock
"A Perfect Red (Empire, Espionage, and the Quest for the Color of Desire)",17.99,60522763,Amy Butler Greenfield,Paperback,352,"HarperCollins (April 25, 2006)",English,16oz,"5.31"" x 8"" x 0.79""",52,InStock
The Killer Strain (Anthrax and a Government Exposed),14.99,60522798,Marilyn W. Thompson,Paperback,272,"HarperCollins (March 30, 2004)",English,13.44oz,"5.56"" x 8.75""",32,InStock
Kindred Souls,16.99,60522976,Patricia MacLachlan,Hardcover,128,"HarperCollins (February 7, 2012)",English,7.6oz,"5.38"" x 8"" x 0.57""",68,InStock
We Are America (A Tribute from the Heart),16.99,60523085,"Walter Dean Myers, Christopher Myers",Hardcover,40,"HarperCollins (May 3, 2011)",English,17.92oz,"11"" x 10""",36,InStock
The Merlin Conspiracy,9.99,60523204,Diana Wynne Jones,Paperback,480,"HarperCollins (May 11, 2004)",English,13.2oz,"5.12"" x 7.62"" x 0.96""",44,InStock
Scientific American's Ask the Experts (Answers to The Most Puzzling and Mind-Blowing Science Questions),14.95,60523360,Editors of Scientific American,Paperback,288,"HarperCollins (October 21, 2003)",English,7.76oz,"5.31"" x 8"" x 0.65""",64,InStock
